thread_id,channel,first_seen_at,last_seen_at,message_count,jira_keys,pr_urls,sev,prod,action,digest
gen-399fd86294fa,io_qa_pm,2023-10-11 00:00:00,2023-10-11 00:00:00,1,,,,false,false,
gen-fd69790478dd,ui_ux,2023-10-12 00:00:00,2023-10-12 00:00:00,1,,,,false,false,
gen-8425ffedebce,io_qa_pm,2023-10-13 00:00:00,2023-10-13 00:00:00,1,,,,false,false,
gen-87e9189867c9,io_qa_pm,2023-10-17 00:00:00,2023-10-17 00:00:00,1,,,,false,false,
gen-c4623b677619,io_qa_pm,2023-10-17 00:00:00,2023-10-17 00:00:00,1,,,,false,false,
gen-405972324200,io_qa_pm,2023-10-18 00:00:00,2023-10-18 00:00:00,1,,,,false,false,
gen-438d29f58dc3,io_qa_pm,2023-10-18 00:00:00,2023-10-18 00:00:00,1,,,,false,false,
gen-d0a42739f7f1,io_qa_pm,2023-10-18 00:00:00,2023-10-18 00:00:00,1,,,,false,false,
gen-eb73f8168148,integrator,2023-10-18 00:00:00,2023-10-18 00:00:00,1,,,,false,false,
gen-532bf6597c5c,io_qa_pm,2023-10-20 00:00:00,2023-10-20 00:00:00,1,,,,false,false,
gen-5e3ad546053e,ui_ux,2023-10-20 00:00:00,2023-10-20 00:00:00,1,,,,false,false,
gen-cde2f95f79a5,integrator,2023-10-20 00:00:00,2023-10-20 00:00:00,1,,,,false,false,
gen-ab0f11d5049b,io_qa_pm,2023-10-24 00:00:00,2023-10-24 00:00:00,1,,,,false,false,
gen-d09c7a73198e,io_qa_pm,2023-10-25 00:00:00,2023-10-25 00:00:00,1,,,,false,false,
gen-0e155705f83c,io_qa_pm,2023-10-26 00:00:00,2023-10-26 00:00:00,1,,,,false,false,
gen-8d1c15b5bbfb,ui_ux,2023-10-27 00:00:00,2023-10-27 00:00:00,1,,,,false,false,
gen-10b5d1b134ac,ui_ux,2023-10-28 00:00:00,2023-10-28 00:00:00,1,,,,false,false,
gen-699f5a01abb4,io_qa_pm,2023-10-28 00:00:00,2023-10-28 00:00:00,1,,,,false,false,
gen-847eeba351fc,ui_ux,2023-10-28 00:00:00,2023-10-28 00:00:00,1,,,,false,false,
gen-03bcdf0c45b0,io_qa_pm,2023-10-29 00:00:00,2023-10-29 00:00:00,1,,,,false,false,
gen-6bc9f98b7ff9,io_qa_pm,2023-10-31 00:00:00,2023-10-31 00:00:00,1,,,,false,false,
gen-870e9c194d3c,integrator,2023-10-31 00:00:00,2023-10-31 00:00:00,1,,,,false,false,
gen-98208d8c0811,integrator,2023-10-31 00:00:00,2023-10-31 00:00:00,1,,,,false,false,
gen-791948d3a6cd,integrator,2023-11-01 00:00:00,2023-11-01 00:00:00,1,,,,false,false,
gen-190435921833,integrator,2023-11-03 00:00:00,2023-11-03 00:00:00,1,,,,false,false,
gen-2238eb17e5a8,io_qa_pm,2023-11-03 00:00:00,2023-11-03 00:00:00,1,,,,false,false,
gen-93b39f54f04b,io_qa_pm,2023-11-03 00:00:00,2023-11-03 00:00:00,1,,,,false,false,
gen-bb4b2853bf3a,io_qa_pm,2023-11-03 00:00:00,2023-11-03 00:00:00,1,,,,false,false,
gen-d1d94525acd6,io_qa_pm,2023-11-03 00:00:00,2023-11-03 00:00:00,1,,,,false,false,
gen-15677349b55f,io_qa_pm,2023-11-07 00:00:00,2023-11-07 00:00:00,1,,,,false,false,
gen-2498057bc174,io_qa_pm,2023-11-08 00:00:00,2023-11-08 00:00:00,1,,,,false,false,
gen-57176f182c11,io_qa_pm,2023-11-08 00:00:00,2023-11-08 00:00:00,1,,,,false,false,
gen-66ff821bd7c7,io_qa_pm,2023-11-08 00:00:00,2023-11-08 00:00:00,1,,,,false,false,
gen-8f82a0369fad,io_qa_pm,2023-11-08 00:00:00,2023-11-08 00:00:00,1,,,,false,false,
gen-c4fda82d3e5a,integrator,2023-11-08 00:00:00,2023-11-08 00:00:00,1,,,,false,false,
gen-f4224c15e963,ui_ux,2023-11-08 00:00:00,2023-11-08 00:00:00,1,,,,false,false,
gen-4e7ea5def2cc,io_qa_pm,2023-11-09 00:00:00,2023-11-09 00:00:00,1,,,,false,false,
gen-7a93e8c5eabe,io_qa_pm,2023-11-09 00:00:00,2023-11-09 00:00:00,1,,,,false,false,
gen-be33e1c8cbc5,io_qa_pm,2023-11-09 00:00:00,2023-11-09 00:00:00,1,,,,false,false,
gen-ccb4ffaf88d2,ui_ux,2023-11-09 00:00:00,2023-11-09 00:00:00,1,,,,false,false,
gen-dc00ce930940,io_qa_pm,2023-11-09 00:00:00,2023-11-09 00:00:00,1,,,,false,false,
gen-444eec600408,io_qa_pm,2023-11-10 00:00:00,2023-11-10 00:00:00,1,,,,false,false,
gen-67a1cba08ee1,io_qa_pm,2023-11-10 00:00:00,2023-11-10 00:00:00,1,,,,false,false,
gen-68a23b63c9e1,io_qa_pm,2023-11-10 00:00:00,2023-11-10 00:00:00,1,,,,false,false,
gen-f498e4223e21,io_qa_pm,2023-11-10 00:00:00,2023-11-10 00:00:00,1,,,,false,false,
gen-61689d7c42fe,integrator,2023-11-14 00:00:00,2023-11-14 00:00:00,1,,,,false,false,
gen-e6178527558b,io_qa_pm,2023-11-14 00:00:00,2023-11-14 00:00:00,1,,,,false,false,
gen-88e13f0c33ae,io_qa_pm,2023-11-15 00:00:00,2023-11-15 00:00:00,1,,,,false,false,
gen-9adbb8560afb,io_qa_pm,2023-11-15 00:00:00,2023-11-15 00:00:00,1,,,,false,false,
gen-b3b182b7c751,io_qa_pm,2023-11-15 00:00:00,2023-11-15 00:00:00,1,,,,false,false,
gen-647350aa782a,io_qa_pm,2023-11-17 00:00:00,2023-11-17 00:00:00,1,,,,false,false,
gen-b104d440b4b2,integrator,2023-11-17 00:00:00,2023-11-17 00:00:00,1,,,,false,false,
gen-df29845bde8e,io_qa_pm,2023-11-20 00:00:00,2023-11-20 00:00:00,1,,,,false,false,
gen-98f0abdb610d,ui_ux,2023-11-21 00:00:00,2023-11-21 00:00:00,1,,,,false,false,
